KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,人口総数,男,女,世帯総数
3201,1,盛岡市,,0,,,289731,136919,152812,131110
32010010,2,盛岡市,内丸,0,,,207,93,114,130
32010020,3,盛岡市,中央通,0,,,2456,1108,1348,1418
3201002001,4,盛岡市,中央通一丁目,0,,,359,155,204,208
3201002002,4,盛岡市,中央通二丁目,0,,,659,311,348,334
3201002003,4,盛岡市,中央通三丁目,0,,,1438,642,796,876
32010040,3,盛岡市,大通,0,,,783,376,407,472
3201004001,4,盛岡市,大通一丁目,0,,,36,17,19,19
3201004002,4,盛岡市,大通二丁目,0,,,31,21,10,22
3201004003,4,盛岡市,大通三丁目,0,,,716,338,378,431
32010070,3,盛岡市,菜園,0,,,385,177,208,243
3201007001,4,盛岡市,菜園一丁目,0,,,121,65,56,88
3201007002,4,盛岡市,菜園二丁目,0,,,264,112,152,155
32010090,3,盛岡市,大沢川原,0,,,1295,656,639,857
3201009001,4,盛岡市,大沢川原一丁目,0,,,166,79,87,112
3201009002,4,盛岡市,大沢川原二丁目,0,,,496,250,246,276
3201009003,4,盛岡市,大沢川原三丁目,0,,,633,327,306,469
32010120,2,盛岡市,開運橋通,0,,,647,292,355,442
32010130,3,盛岡市,本町通,0,,,4637,2136,2501,2741
3201013001,4,盛岡市,本町通一丁目,0,,,1551,663,888,911
3201013002,4,盛岡市,本町通二丁目,0,,,1133,538,595,672
3201013003,4,盛岡市,本町通三丁目,0,,,1953,935,1018,1158
32010160,2,盛岡市,長田町,0,,,1078,513,565,616
32010170,2,盛岡市,材木町,0,,,1164,605,559,867
32010180,2,盛岡市,梨木町,0,,,665,289,376,367
32010190,2,盛岡市,愛宕町,0,,,1068,486,582,495
32010200,2,盛岡市,名須川町,0,,,1234,596,638,662
32010210,3,盛岡市,北山,0,,,1527,713,814,722
3201021001,4,盛岡市,北山一丁目,0,,,748,342,406,378
3201021002,4,盛岡市,北山二丁目,0,,,779,371,408,344
32010231,3,盛岡市,上田,0,,,5308,2653,2655,3289
3201023101,4,盛岡市,上田一丁目,0,,,1624,785,839,928
3201023102,4,盛岡市,上田二丁目,0,,,1072,544,528,695
3201023103,4,盛岡市,上田三丁目,0,,,1431,745,686,889
3201023104,4,盛岡市,上田四丁目,0,,,1181,579,602,777
32010232,3,盛岡市,上田,0,,,924,501,423,254
3201023201,4,盛岡市,上田字小鳥沢,0,,,14,5,9,6
3201023202,4,盛岡市,上田字松屋敷,0,,,494,314,180,113
3201023203,4,盛岡市,上田字東黒石野,0,,,103,55,48,42
3201023204,4,盛岡市,上田字黒岩,0,,,84,38,46,31
3201023205,4,盛岡市,上田字宇登坂長根,0,,,97,47,50,36
3201023206,4,盛岡市,上田字狐崎稲荷,0,,,48,23,25,18
3201023207,4,盛岡市,上田字上堤頭,0,,,60,8,52,1
3201023208,4,盛岡市,上田字稲荷窪,0,,,11,4,7,3
3201023209,4,盛岡市,上田字狐森,0,,,11,6,5,3
3201023210,4,盛岡市,上田字北山,0,,,2,1,1,1
32010270,2,盛岡市,西下台町,0,,,1546,776,770,939
32010280,2,盛岡市,館向町,0,,,1989,1078,911,1254
32010290,3,盛岡市,高松,0,,,6595,3281,3314,3539
3201029001,4,盛岡市,高松一丁目,0,,,1133,544,589,591
3201029002,4,盛岡市,高松二丁目,0,,,2130,1141,989,1358
3201029003,4,盛岡市,高松三丁目,0,,,1281,620,661,563
3201029004,4,盛岡市,高松四丁目,0,,,2051,976,1075,1027
32010332,3,盛岡市,山岸,0,,,286,118,168,105
3201033201,4,盛岡市,山岸字外山岸,0,,,138,66,72,50
3201033202,4,盛岡市,山岸字大平,0,,,83,34,49,35
3201033203,4,盛岡市,山岸字洞清水下,0,,,29,15,14,10
3201033204,4,盛岡市,山岸字名乗,0,,,4,1,3,1
3201033205,4,盛岡市,山岸字庚申下,0,,,29,1,28,7
3201033206,4,盛岡市,山岸字合間,0,,,-,-,-,-
3201033207,4,盛岡市,山岸字銭神沢下,0,,,3,1,2,2
32010333,3,盛岡市,山岸,0,,,5913,2741,3172,2534
3201033301,4,盛岡市,山岸一丁目,0,,,796,368,428,372
3201033302,4,盛岡市,山岸二丁目,0,,,975,464,511,409
3201033303,4,盛岡市,山岸三丁目,0,,,1112,493,619,487
3201033304,4,盛岡市,山岸四丁目,0,,,921,415,506,398
3201033305,4,盛岡市,山岸五丁目,0,,,473,233,240,205
3201033306,4,盛岡市,山岸六丁目,0,,,1636,768,868,663
32010360,3,盛岡市,緑が丘,0,,,4999,2290,2709,2111
3201036001,4,盛岡市,緑が丘一丁目,0,,,807,386,421,355
3201036002,4,盛岡市,緑が丘二丁目,0,,,1542,709,833,582
3201036003,4,盛岡市,緑が丘三丁目,0,,,1729,779,950,744
3201036004,4,盛岡市,緑が丘四丁目,0,,,921,416,505,430
32010400,2,盛岡市,東緑が丘,0,,,1419,654,765,630
32010410,3,盛岡市,黒石野,0,,,3524,1661,1863,1433
3201041001,4,盛岡市,黒石野一丁目,0,,,1392,648,744,599
3201041002,4,盛岡市,黒石野二丁目,0,,,1082,500,582,417
3201041003,4,盛岡市,黒石野三丁目,0,,,1050,513,537,417
32010440,2,盛岡市,岩脇町,0,,,625,290,335,285
32010450,3,盛岡市,箱清水,0,,,1638,776,862,736
3201045001,4,盛岡市,箱清水一丁目,0,,,1363,654,709,619
3201045002,4,盛岡市,箱清水二丁目,0,,,275,122,153,117
32010470,3,盛岡市,松園,0,,,2732,1238,1494,1177
3201047001,4,盛岡市,松園一丁目,0,,,1101,497,604,446
3201047002,4,盛岡市,松園二丁目,0,,,1002,459,543,437
3201047003,4,盛岡市,松園三丁目,0,,,629,282,347,294
32010500,3,盛岡市,東松園,0,,,2996,1377,1619,1312
3201050001,4,盛岡市,東松園一丁目,0,,,1332,608,724,576
3201050002,4,盛岡市,東松園二丁目,0,,,256,120,136,104
3201050003,4,盛岡市,東松園三丁目,0,,,776,369,407,323
3201050004,4,盛岡市,東松園四丁目,0,,,632,280,352,309
32010540,3,盛岡市,西松園,0,,,2503,1142,1361,1033
3201054001,4,盛岡市,西松園一丁目,0,,,468,236,232,222
3201054002,4,盛岡市,西松園二丁目,0,,,679,303,376,270
3201054003,4,盛岡市,西松園三丁目,0,,,575,263,312,213
3201054004,4,盛岡市,西松園四丁目,0,,,781,340,441,328
32010610,2,盛岡市,紅葉が丘,0,,,638,289,349,302
32010630,3,盛岡市,上田堤,0,,,1610,761,849,711
3201063001,4,盛岡市,上田堤一丁目,0,,,649,307,342,303
3201063002,4,盛岡市,上田堤二丁目,0,,,961,454,507,408
32010651,3,盛岡市,三ツ割,0,,,2174,1009,1165,887
3201065101,4,盛岡市,三ツ割一丁目,0,,,227,103,124,121
3201065102,4,盛岡市,三ツ割二丁目,0,,,342,165,177,133
3201065103,4,盛岡市,三ツ割三丁目,0,,,538,260,278,220
3201065104,4,盛岡市,三ツ割四丁目,0,,,439,194,245,154
3201065105,4,盛岡市,三ツ割五丁目,0,,,628,287,341,259
32010652,3,盛岡市,三ツ割,0,,,679,329,350,262
3201065201,4,盛岡市,三ツ割字鉢ノ皮,0,,,337,163,174,123
3201065202,4,盛岡市,三ツ割字更ノ沢,0,,,48,23,25,21
3201065203,4,盛岡市,三ツ割字櫃石,0,,,21,10,11,9
3201065204,4,盛岡市,三ツ割字下更ノ沢,0,,,10,4,6,2
3201065205,4,盛岡市,三ツ割字洞清水,0,,,-,-,-,-
3201065206,4,盛岡市,三ツ割字上岩清水,0,,,135,61,74,64
3201065207,4,盛岡市,三ツ割字下岩清水,0,,,39,23,16,13
3201065208,4,盛岡市,三ツ割字久保屋敷,0,,,41,20,21,15
3201065209,4,盛岡市,三ツ割字金比羅前,0,,,34,16,18,12
3201065210,4,盛岡市,三ツ割字寺山,0,,,14,9,5,3
32010680,2,盛岡市,岩清水,0,,,390,188,202,170
32010690,3,盛岡市,東黒石野,0,,,1383,677,706,575
3201069001,4,盛岡市,東黒石野一丁目,0,,,529,273,256,241
3201069002,4,盛岡市,東黒石野二丁目,0,,,423,209,214,186
3201069003,4,盛岡市,東黒石野三丁目,0,,,431,195,236,148
32010720,3,盛岡市,桜台,0,,,2429,1166,1263,963
3201072001,4,盛岡市,桜台一丁目,0,,,1227,584,643,494
3201072002,4,盛岡市,桜台二丁目,0,,,774,371,403,290
3201072003,4,盛岡市,桜台三丁目,0,,,428,211,217,179
32010750,3,盛岡市,北松園,0,,,3604,1699,1905,1409
3201075001,4,盛岡市,北松園一丁目,0,,,576,277,299,225
3201075002,4,盛岡市,北松園二丁目,0,,,893,426,467,377
3201075003,4,盛岡市,北松園三丁目,0,,,845,410,435,353
3201075004,4,盛岡市,北松園四丁目,0,,,1290,586,704,454
32010790,3,盛岡市,小鳥沢,0,,,2316,1079,1237,878
3201079001,4,盛岡市,小鳥沢一丁目,0,,,1175,560,615,444
3201079002,4,盛岡市,小鳥沢二丁目,0,,,1141,519,622,434
32010810,3,盛岡市,中ノ橋通,0,,,1052,442,610,540
3201081001,4,盛岡市,中ノ橋通一丁目,0,,,598,270,328,310
3201081002,4,盛岡市,中ノ橋通二丁目,0,,,454,172,282,230
32010830,2,盛岡市,紺屋町,0,,,486,214,272,295
32010840,2,盛岡市,神明町,0,,,540,226,314,331
32010850,2,盛岡市,志家町,0,,,915,420,495,508
32010860,2,盛岡市,若園町,0,,,448,193,255,218
32010870,2,盛岡市,住吉町,0,,,921,436,485,420
32010880,2,盛岡市,上ノ橋町,0,,,438,197,241,222
32010890,2,盛岡市,天神町,0,,,734,365,369,384
32010901,3,盛岡市,加賀野,0,,,3606,1634,1972,1589
3201090101,4,盛岡市,加賀野一丁目,0,,,1047,487,560,508
3201090102,4,盛岡市,加賀野二丁目,0,,,538,243,295,263
3201090103,4,盛岡市,加賀野三丁目,0,,,954,445,509,331
3201090104,4,盛岡市,加賀野四丁目,0,,,1067,459,608,487
32010902,3,盛岡市,加賀野,0,,,3,2,1,2
3201090201,4,盛岡市,加賀野字桜山,0,,,-,-,-,-
3201090202,4,盛岡市,加賀野字才ノ神,0,,,3,2,1,2
32010940,2,盛岡市,肴町,0,,,1327,541,786,671
32010950,2,盛岡市,下ノ橋町,0,,,604,261,343,260
32010960,2,盛岡市,馬場町,0,,,702,322,380,383
32010970,2,盛岡市,清水町,0,,,1680,750,930,927
32010980,3,盛岡市,南大通,0,,,2098,920,1178,1104
3201098001,4,盛岡市,南大通一丁目,0,,,559,229,330,335
3201098002,4,盛岡市,南大通二丁目,0,,,685,299,386,346
3201098003,4,盛岡市,南大通三丁目,0,,,854,392,462,423
32011010,2,盛岡市,八幡町,0,,,660,279,381,358
32011020,2,盛岡市,松尾町,0,,,517,235,282,263
32011030,2,盛岡市,大慈寺町,0,,,117,54,63,47
32011040,2,盛岡市,鉈屋町,0,,,592,259,333,279
32011050,2,盛岡市,神子田町,0,,,1155,528,627,543
32011060,3,盛岡市,茶畑,0,,,1905,887,1018,1024
3201106001,4,盛岡市,茶畑一丁目,0,,,915,411,504,514
3201106002,4,盛岡市,茶畑二丁目,0,,,990,476,514,510
32011080,3,盛岡市,中野,0,,,1567,709,858,798
3201108001,4,盛岡市,中野一丁目,0,,,976,435,541,504
3201108002,4,盛岡市,中野二丁目,0,,,591,274,317,294
32011100,2,盛岡市,新庄町,0,,,467,216,251,240
32011110,2,盛岡市,高崩,0,,,28,15,13,13
32011120,2,盛岡市,山王町,0,,,1027,472,555,494
32011130,2,盛岡市,東中野町,0,,,734,365,369,359
32011140,2,盛岡市,小杉山,0,,,339,149,190,143
32011150,3,盛岡市,東新庄,0,,,1132,543,589,522
3201115001,4,盛岡市,東新庄一丁目,0,,,481,231,250,212
3201115002,4,盛岡市,東新庄二丁目,0,,,651,312,339,310
32011170,2,盛岡市,東桜山,0,,,394,188,206,177
32011180,2,盛岡市,つつじが丘,0,,,1110,510,600,484
32011190,3,盛岡市,東山,0,,,2531,1178,1353,1156
3201119001,4,盛岡市,東山一丁目,0,,,1863,887,976,904
3201119002,4,盛岡市,東山二丁目,0,,,668,291,377,252
32011210,2,盛岡市,川目町,0,,,538,259,279,236
32011221,3,盛岡市,盛岡駅西通,0,,,1896,796,1100,1116
3201122101,4,盛岡市,盛岡駅西通一丁目,0,,,1205,494,711,706
3201122102,4,盛岡市,盛岡駅西通二丁目,0,,,691,302,389,410
32011222,2,盛岡市,盛岡駅前通,0,,,924,446,478,536
32011230,2,盛岡市,盛岡駅前北通,0,,,1264,591,673,742
32011240,2,盛岡市,夕顔瀬町,0,,,1330,612,718,746
32011250,2,盛岡市,北夕顔瀬町,0,,,1254,644,610,689
32011260,3,盛岡市,前九年,0,,,3736,1790,1946,2013
3201126001,4,盛岡市,前九年一丁目,0,,,619,326,293,383
3201126002,4,盛岡市,前九年二丁目,0,,,1089,524,565,589
3201126003,4,盛岡市,前九年三丁目,0,,,2028,940,1088,1041
32011290,2,盛岡市,安倍館町,0,,,1169,538,631,616
32011310,2,盛岡市,新田町,0,,,1442,732,710,863
32011320,2,盛岡市,城西町,0,,,1117,518,599,566
32011330,2,盛岡市,境田町,0,,,1395,658,737,654
32011340,2,盛岡市,天昌寺町,0,,,759,375,384,381
32011350,2,盛岡市,中屋敷町,0,,,1000,459,541,451
32011360,3,盛岡市,青山,0,,,5112,2368,2744,2393
3201136001,4,盛岡市,青山一丁目,0,,,1327,631,696,532
3201136002,4,盛岡市,青山二丁目,0,,,815,336,479,385
3201136003,4,盛岡市,青山三丁目,0,,,1663,758,905,841
3201136004,4,盛岡市,青山四丁目,0,,,1307,643,664,635
32011400,3,盛岡市,上堂,0,,,4148,1970,2178,2028
3201140001,4,盛岡市,上堂一丁目,0,,,1560,732,828,768
3201140002,4,盛岡市,上堂二丁目,0,,,446,218,228,215
3201140003,4,盛岡市,上堂三丁目,0,,,1553,740,813,757
3201140004,4,盛岡市,上堂四丁目,0,,,589,280,309,288
32011410,3,盛岡市,月が丘,0,,,5102,2291,2811,2410
3201141001,4,盛岡市,月が丘一丁目,0,,,1531,709,822,745
3201141002,4,盛岡市,月が丘二丁目,0,,,1040,457,583,466
3201141003,4,盛岡市,月が丘三丁目,0,,,2531,1125,1406,1199
32011440,3,盛岡市,西青山,0,,,6460,3003,3457,2834
3201144001,4,盛岡市,西青山一丁目,0,,,1256,545,711,550
3201144002,4,盛岡市,西青山二丁目,0,,,2182,1024,1158,948
3201144003,4,盛岡市,西青山三丁目,0,,,3022,1434,1588,1336
32011470,2,盛岡市,南青山町,0,,,1425,628,797,584
32011480,2,盛岡市,大新町,0,,,1334,628,706,602
32011490,2,盛岡市,北天昌寺町,0,,,1660,790,870,772
32011500,2,盛岡市,稲荷町,0,,,599,289,310,264
32011510,2,盛岡市,大館町,0,,,2008,932,1076,897
32011520,2,盛岡市,長橋町,0,,,2337,1112,1225,745
32011530,2,盛岡市,中堤町,0,,,2379,1105,1274,1010
32011570,3,盛岡市,厨川,0,,,5043,2342,2701,2217
3201157001,4,盛岡市,厨川一丁目,0,,,354,162,192,209
3201157002,4,盛岡市,厨川二丁目,0,,,1722,767,955,760
3201157003,4,盛岡市,厨川三丁目,0,,,269,121,148,128
3201157004,4,盛岡市,厨川四丁目,0,,,1083,516,567,485
3201157005,4,盛岡市,厨川五丁目,0,,,1615,776,839,635
32011620,3,盛岡市,みたけ,0,,,7840,3749,4091,3426
3201162001,4,盛岡市,みたけ一丁目,0,,,318,153,165,151
3201162002,4,盛岡市,みたけ二丁目,0,,,1037,522,515,463
3201162003,4,盛岡市,みたけ三丁目,0,,,1478,669,809,627
3201162004,4,盛岡市,みたけ四丁目,0,,,2137,1027,1110,994
3201162005,4,盛岡市,みたけ五丁目,0,,,1296,640,656,548
3201162006,4,盛岡市,みたけ六丁目,0,,,1574,738,836,643
32011680,3,盛岡市,仙北,0,,,3632,1664,1968,1798
3201168001,4,盛岡市,仙北一丁目,0,,,777,362,415,372
3201168002,4,盛岡市,仙北二丁目,0,,,1547,728,819,782
3201168003,4,盛岡市,仙北三丁目,0,,,1308,574,734,644
32011710,3,盛岡市,東仙北,0,,,2371,1120,1251,1064
3201171001,4,盛岡市,東仙北一丁目,0,,,1538,724,814,667
3201171002,4,盛岡市,東仙北二丁目,0,,,833,396,437,397
32011730,3,盛岡市,南仙北,0,,,5279,2454,2825,2246
3201173001,4,盛岡市,南仙北一丁目,0,,,1828,832,996,777
3201173002,4,盛岡市,南仙北二丁目,0,,,2196,1066,1130,1007
3201173003,4,盛岡市,南仙北三丁目,0,,,1255,556,699,462
32011760,3,盛岡市,西仙北,0,,,2880,1384,1496,1572
3201176001,4,盛岡市,西仙北一丁目,0,,,1854,898,956,1017
3201176002,4,盛岡市,西仙北二丁目,0,,,1026,486,540,555
32011811,3,盛岡市,下米内,0,,,1305,603,702,479
3201181101,4,盛岡市,下米内一丁目,0,,,595,284,311,223
3201181102,4,盛岡市,下米内二丁目,0,,,710,319,391,256
32011812,3,盛岡市,下米内,0,,,221,114,107,83
3201181201,4,盛岡市,下米内字至沢,0,,,9,3,6,3
3201181202,4,盛岡市,下米内字伊勢沢,0,,,25,14,11,10
3201181203,4,盛岡市,下米内字一本松,0,,,95,56,39,34
3201181204,4,盛岡市,下米内字馬場野,0,,,40,17,23,16
3201181205,4,盛岡市,下米内字大豆門,0,,,14,8,6,7
3201181206,4,盛岡市,下米内字佐倉,0,,,30,13,17,11
3201181207,4,盛岡市,下米内寺並,0,,,-,-,-,-
3201181210,4,盛岡市,下米内字閉伊街道,0,,,8,3,5,2
32011820,3,盛岡市,上米内,0,,,1231,575,656,447
3201182001,4,盛岡市,上米内字白石,0,,,23,13,10,8
3201182002,4,盛岡市,上米内字小浜,0,,,8,4,4,3
3201182003,4,盛岡市,上米内字畑,0,,,41,18,23,13
3201182004,4,盛岡市,上米内字畑井野,0,,,25,13,12,11
3201182005,4,盛岡市,上米内字中居,0,,,49,24,25,23
3201182006,4,盛岡市,上米内字米内沢,0,,,91,43,48,38
3201182007,4,盛岡市,上米内字明通,0,,,68,40,28,30
3201182008,4,盛岡市,上米内字砂子沢,0,,,12,9,3,5
3201182009,4,盛岡市,上米内字岩沢,0,,,16,8,8,5
3201182010,4,盛岡市,上米内字庄ケ畑,0,,,58,26,32,20
3201182011,4,盛岡市,上米内字赤坂,0,,,494,244,250,214
3201182012,4,盛岡市,上米内字道ノ下,0,,,85,45,40,36
3201182013,4,盛岡市,上米内字松木平,0,,,45,23,22,17
3201182014,4,盛岡市,上米内字野頭,0,,,38,19,19,11
3201182015,4,盛岡市,上米内字大誘,0,,,12,8,4,4
3201182016,4,盛岡市,上米内字名乗沢,0,,,166,38,128,9
32011830,3,盛岡市,新庄,0,,,162,83,79,87
3201183001,4,盛岡市,新庄字瀬戸,0,,,11,7,4,8
3201183002,4,盛岡市,新庄字下八木田,0,,,45,21,24,20
3201183003,4,盛岡市,新庄字上八木田,0,,,61,38,23,43
3201183004,4,盛岡市,新庄字銭掛,0,,,7,2,5,3
3201183005,4,盛岡市,新庄字小貝沢,0,,,34,12,22,11
3201183006,4,盛岡市,新庄字中津川,0,,,4,3,1,2
32011850,3,盛岡市,浅岸,0,,,610,296,314,228
3201185004,4,盛岡市,浅岸字稲久保,0,,,46,21,25,16
3201185005,4,盛岡市,浅岸字向田,0,,,21,9,12,7
3201185006,4,盛岡市,浅岸字堰根,0,,,32,16,16,14
3201185009,4,盛岡市,浅岸字橋場,0,,,214,94,120,79
3201185010,4,盛岡市,浅岸字二ツ森,0,,,184,92,92,61
3201185011,4,盛岡市,浅岸字綱取,0,,,7,5,2,4
3201185012,4,盛岡市,浅岸字貝田,0,,,14,8,6,8
3201185013,4,盛岡市,浅岸字木々塚,0,,,1,-,1,1
3201185014,4,盛岡市,浅岸字下大葛,0,,,16,10,6,6
3201185015,4,盛岡市,浅岸字上大葛,0,,,52,27,25,22
3201185016,4,盛岡市,浅岸字元信,0,,,17,10,7,6
3201185017,4,盛岡市,浅岸字赤重,0,,,5,3,2,3
3201185018,4,盛岡市,浅岸字鍋倉,0,,,-,-,-,-
3201185019,4,盛岡市,浅岸字大志田,0,,,1,1,-,1
3201185020,4,盛岡市,浅岸字大志田川,0,,,-,-,-,-
32011851,3,盛岡市,浅岸,0,,,2717,1254,1463,1067
3201185101,4,盛岡市,浅岸一丁目,0,,,728,343,385,295
3201185102,4,盛岡市,浅岸二丁目,0,,,653,295,358,273
3201185103,4,盛岡市,浅岸三丁目,0,,,1336,616,720,499
32011860,3,盛岡市,東中野,0,,,1659,783,876,673
3201186001,4,盛岡市,東中野字柳下,0,,,27,11,16,12
3201186002,4,盛岡市,東中野字見石,0,,,744,374,370,310
3201186003,4,盛岡市,東中野字五輪,0,,,378,174,204,154
3201186004,4,盛岡市,東中野字立石,0,,,66,26,40,29
3201186005,4,盛岡市,東中野字日蔭山,0,,,75,31,44,26
3201186006,4,盛岡市,東中野字岩本,0,,,15,7,8,6
3201186007,4,盛岡市,東中野字片岡,0,,,191,84,107,85
3201186008,4,盛岡市,東中野字金勢,0,,,50,26,24,16
3201186009,4,盛岡市,東中野字金勢前,0,,,50,22,28,16
3201186010,4,盛岡市,東中野字沢田,0,,,63,28,35,19
32011871,3,盛岡市,東安庭,0,,,2572,1235,1337,1043
3201187101,4,盛岡市,東安庭一丁目,0,,,1458,672,786,487
3201187102,4,盛岡市,東安庭二丁目,0,,,395,195,200,183
3201187103,4,盛岡市,東安庭三丁目,0,,,719,368,351,373
32011872,3,盛岡市,東安庭,0,,,307,149,158,112
3201187201,4,盛岡市,東安庭字中ケ森,0,,,5,3,2,2
3201187202,4,盛岡市,東安庭字妻ケ森,0,,,-,-,-,-
3201187203,4,盛岡市,東安庭字松長根,0,,,13,9,4,4
3201187204,4,盛岡市,東安庭字舘,0,,,25,10,15,9
3201187205,4,盛岡市,東安庭字小森,0,,,61,31,30,21
3201187206,4,盛岡市,東安庭字檀ケ森,0,,,92,43,49,30
3201187207,4,盛岡市,東安庭字蝶ケ森,0,,,24,12,12,9
3201187209,4,盛岡市,東安庭字厚朴田,0,,,87,41,46,37
32011881,3,盛岡市,門,0,,,1701,816,885,851
3201188101,4,盛岡市,門一丁目,0,,,940,437,503,455
3201188102,4,盛岡市,門二丁目,0,,,761,379,382,396
32011883,3,盛岡市,門,0,,,208,114,94,69
3201188301,4,盛岡市,門字真立,0,,,62,38,24,19
3201188302,4,盛岡市,門字唐,0,,,51,27,24,15
3201188303,4,盛岡市,門字須摩,0,,,41,19,22,14
3201188304,4,盛岡市,門字角下,0,,,54,30,24,21
3201188306,4,盛岡市,門字田茂木,0,,,-,-,-,-
3201188307,4,盛岡市,門字川原道,0,,,-,-,-,-
32011890,3,盛岡市,砂子沢,0,,,74,39,35,39
3201189001,4,盛岡市,砂子沢第一地割,0,,,2,1,1,1
3201189002,4,盛岡市,砂子沢第二地割,0,,,-,-,-,-
3201189003,4,盛岡市,砂子沢第三地割,0,,,3,1,2,2
3201189004,4,盛岡市,砂子沢第四地割,0,,,-,-,-,-
3201189005,4,盛岡市,砂子沢第五地割,0,,,26,12,14,11
3201189006,4,盛岡市,砂子沢第六地割,0,,,6,4,2,3
3201189007,4,盛岡市,砂子沢第七地割,0,,,2,2,-,2
3201189008,4,盛岡市,砂子沢第八地割,0,,,4,2,2,3
3201189009,4,盛岡市,砂子沢第九地割,0,,,9,5,4,5
3201189010,4,盛岡市,砂子沢第一〇地割,0,,,13,8,5,6
3201189011,4,盛岡市,砂子沢第一一地割,0,,,8,4,4,5
3201189012,4,盛岡市,砂子沢第一二地割,0,,,1,-,1,1
3201189013,4,盛岡市,砂子沢第一三地割,0,,,-,-,-,-
32011900,3,盛岡市,根田茂,0,,,37,18,19,16
3201190001,4,盛岡市,根田茂第一地割,0,,,7,5,2,3
3201190002,4,盛岡市,根田茂第二地割,0,,,10,3,7,3
3201190003,4,盛岡市,根田茂第三地割,0,,,-,-,-,-
3201190004,4,盛岡市,根田茂第四地割,0,,,7,3,4,2
3201190005,4,盛岡市,根田茂第五地割,0,,,12,7,5,7
3201190006,4,盛岡市,根田茂第六地割,0,,,1,-,1,1
3201190007,4,盛岡市,根田茂第七地割,0,,,-,-,-,-
3201190008,4,盛岡市,根田茂第八地割,0,,,-,-,-,-
32011910,3,盛岡市,簗川,0,,,56,24,32,23
3201191001,4,盛岡市,簗川第一地割,0,,,3,2,1,1
3201191002,4,盛岡市,簗川第二地割,0,,,28,14,14,10
3201191003,4,盛岡市,簗川第三地割,0,,,7,4,3,2
3201191004,4,盛岡市,簗川第四地割,0,,,7,2,5,3
3201191005,4,盛岡市,簗川第五地割,0,,,11,2,9,7
3201191006,4,盛岡市,簗川第六地割,0,,,-,-,-,-
3201191007,4,盛岡市,簗川第七地割,0,,,-,-,-,-
32011920,3,盛岡市,川目,0,,,985,497,488,359
3201192001,4,盛岡市,川目第一地割,0,,,20,12,8,10
3201192002,4,盛岡市,川目第二地割,0,,,54,27,27,17
3201192003,4,盛岡市,川目第三地割,0,,,39,21,18,18
3201192004,4,盛岡市,川目第四地割,0,,,33,16,17,13
3201192005,4,盛岡市,川目第五地割,0,,,34,20,14,11
3201192006,4,盛岡市,川目第六地割,0,,,95,48,47,15
3201192007,4,盛岡市,川目第七地割,0,,,40,18,22,16
3201192008,4,盛岡市,川目第八地割,0,,,14,8,6,6
3201192009,4,盛岡市,川目第九地割,0,,,55,28,27,24
3201192010,4,盛岡市,川目第一〇地割,0,,,142,68,74,52
3201192011,4,盛岡市,川目第一一地割,0,,,54,25,29,18
3201192012,4,盛岡市,川目第一二地割,0,,,25,22,3,21
3201192013,4,盛岡市,川目第一三地割,0,,,133,70,63,55
3201192014,4,盛岡市,川目第一四地割,0,,,18,9,9,5
3201192015,4,盛岡市,川目第一五地割,0,,,212,98,114,72
3201192016,4,盛岡市,川目第一六地割,0,,,14,6,8,4
3201192017,4,盛岡市,川目第一七地割,0,,,3,1,2,2
3201192019,4,盛岡市,川目第一九地割,0,,,-,-,-,-
32011930,3,盛岡市,下厨川,0,,,162,110,52,116
3201193001,4,盛岡市,下厨川字鍋屋敷,0,,,15,9,6,5
3201193002,4,盛岡市,下厨川字四十四田,0,,,2,1,1,1
3201193003,4,盛岡市,下厨川字赤平,0,,,127,92,35,99
3201193004,4,盛岡市,下厨川字穴口,0,,,18,8,10,11
32011940,3,盛岡市,上厨川,0,,,1117,506,611,407
3201194001,4,盛岡市,上厨川字上ノ代,0,,,31,16,15,9
3201194002,4,盛岡市,上厨川字大屋敷,0,,,33,13,20,11
3201194003,4,盛岡市,上厨川字竹中,0,,,48,22,26,17
3201194004,4,盛岡市,上厨川字横沼,0,,,50,19,31,22
3201194005,4,盛岡市,上厨川字柳原,0,,,13,3,10,7
3201194006,4,盛岡市,上厨川字横長根,0,,,99,27,72,15
3201194007,4,盛岡市,上厨川字小荒川,0,,,31,18,13,13
3201194008,4,盛岡市,上厨川字下川原,0,,,94,41,53,38
3201194009,4,盛岡市,上厨川字野子,0,,,31,14,17,12
3201194010,4,盛岡市,上厨川字川原,0,,,-,-,-,-
3201194011,4,盛岡市,上厨川字下村,0,,,26,14,12,11
3201194012,4,盛岡市,上厨川字幅,0,,,322,148,174,122
3201194013,4,盛岡市,上厨川字前潟,0,,,108,55,53,52
3201194014,4,盛岡市,上厨川字新田,0,,,62,30,32,20
3201194015,4,盛岡市,上厨川字杉原,0,,,169,86,83,58
32011941,3,盛岡市,前潟,0,,,401,194,207,162
3201194101,4,盛岡市,前潟一丁目,0,,,289,143,146,115
3201194102,4,盛岡市,前潟二丁目,0,,,63,30,33,33
3201194103,4,盛岡市,前潟三丁目,0,,,3,3,-,3
3201194104,4,盛岡市,前潟四丁目,0,,,46,18,28,11
32011950,3,盛岡市,平賀新田,0,,,285,155,130,98
